Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount_Pct,Sales_Amount,Cost_Amount,Profit,Payment_Mode,Salesperson_ID
ORD100039,2024-03-18,1104,727,5,9801.35,0,49006.75,30975.0,18031.75,Wallet,SP027
ORD100040,2024-01-16,1833,548,2,14673.14,5,27878.97,17194.0,10684.97,Net Banking,SP016
ORD100041,2024-08-06,1777,706,1,12351.55,5,11733.97,8821.0,2912.97,UPI,SP013
ORD100042,2024-09-28,2427,733,3,15810.47,15,40316.7,35313.0,5003.7,Wallet,SP022
ORD100043,2025-05-13,1446,580,2,12365.04,10,22257.07,14104.0,8153.07,UPI,SP019
ORD100044,2025-07-09,1103,532,3,4722.15,0,14166.45,7914.0,6252.45,Wallet,SP016
ORD100045,2025-05-29,2968,772,2,8608.99,0,17217.98,9974.0,7243.98,Wallet,SP003
ORD100046,2024-07-09,2383,536,5,7060.62,0,35303.1,26820.0,8483.1,Card,SP013
ORD100047,2024-05-02,2269,792,2,18729.1,0,37458.2,27206.0,10252.2,UPI,SP014
ORD100048,2025-11-04,2915,799,5,3886.32,15,16516.86,13780.0,2736.86,COD,SP007
ORD100049,2025-11-16,1811,661,2,4273.55,15,7265.03,5514.0,1751.03,Card,SP022
ORD100050,2025-10-22,2903,654,4,20264.25,15,68898.45,47104.0,21794.45,UPI,SP001
ORD100051,2025-04-14,2102,789,1,8260.23,0,8260.23,5247.0,3013.23,Card,SP017
ORD100052,2024-09-28,2801,568,3,14717.03,0,44151.09,26652.0,17499.09,Card,SP012
ORD100053,2024-10-18,2253,581,4,5993.46,15,20377.76,18388.0,1989.76,Wallet,SP001
ORD100054,2025-11-14,2923,784,3,22591.15,5,64384.78,40452.0,23932.78,Card,SP009
ORD100055,2024-04-28,1558,555,5,8907.2,5,42309.2,28185.0,14124.2,COD,SP020
ORD100056,2024-08-03,2036,676,2,6262.56,10,11272.61,7746.0,3526.61,Net Banking,SP009
ORD100057,2024-02-22,1091,548,4,14673.14,10,52823.3,34388.0,18435.3,UPI,SP011
ORD100058,2024-05-13,2130,635,2,10305.48,15,17519.32,16396.0,1123.32,Net Banking,SP018
ORD100059,2024-01-10,2118,558,1,5468.81,5,5195.37,3427.0,1768.37,UPI,SP027
ORD100060,2025-01-13,1881,799,5,3886.32,5,18460.02,13780.0,4680.02,Card,SP002
ORD100061,2024-11-11,1431,687,1,11073.67,15,9412.62,8765.0,647.62,Card,SP022
ORD100062,2024-04-15,2995,682,5,6615.14,15,28114.35,19590.0,8524.35,Wallet,SP024
ORD100063,2024-06-07,2806,622,2,12881.05,5,24473.99,17184.0,7289.99,Net Banking,SP001
ORD100064,2024-07-02,1547,671,4,2722.01,5,10343.64,8016.0,2327.64,Card,SP026
ORD100065,2025-12-19,2759,556,4,13290.62,0,53162.48,31548.0,21614.48,Net Banking,SP008
ORD100066,2024-07-23,2681,736,3,10226.83,10,27612.44,23874.0,3738.44,Card,SP008
ORD100067,2024-01-25,1571,599,4,24244.88,10,87281.57,56176.0,31105.57,UPI,SP025
ORD100068,2024-10-12,2392,680,5,19905.71,20,79622.84,69550.0,10072.84,Wallet,SP011
ORD100069,2024-01-29,2190,560,3,1289.38,5,3674.73,3045.0,629.73,COD,SP002
ORD100070,2024-04-21,1894,723,3,2875.64,10,7764.23,6477.0,1287.23,Wallet,SP017
ORD100071,2024-04-28,1522,698,5,3098.7,5,14718.82,11525.0,3193.82,UPI,SP023
ORD100072,2025-03-22,1746,501,5,6690.99,5,31782.2,24165.0,7617.2,Net Banking,SP003
ORD100073,2025-11-11,2359,670,5,18581.57,15,78971.67,62370.0,16601.67,UPI,SP024
ORD100074,2024-11-03,1669,760,3,25551.84,20,61324.42,44022.0,17302.42,Net Banking,SP023
ORD100075,2024-10-29,1862,784,2,22591.15,10,40664.07,26968.0,13696.07,Net Banking,SP022
ORD100076,2024-06-27,2123,792,3,18729.1,15,47759.2,40809.0,6950.2,UPI,SP010
ORD100077,2024-10-20,1953,608,4,14208.22,15,48307.95,47104.0,1203.95,Net Banking,SP015
ORD100078,2025-11-22,2626,610,5,16430.98,20,65723.92,48985.0,16738.92,Card,SP022
ORD100079,2024-03-27,1192,646,5,5123.68,10,23056.56,20850.0,2206.56,Card,SP022
ORD100080,2024-11-13,1051,616,2,25219.67,10,45395.41,29944.0,15451.41,UPI,SP008
ORD100081,2025-05-01,2815,538,4,22365.27,15,76041.92,53116.0,22925.92,Wallet,SP007
ORD100082,2025-12-14,1500,697,4,18781.24,15,63856.22,59420.0,4436.22,Card,SP021
ORD100083,2025-12-05,1449,503,1,15508.42,15,13182.16,11531.0,1651.16,Card,SP026
ORD100084,2025-12-13,2142,766,4,3988.37,0,15953.48,11280.0,4673.48,Card,SP030
ORD100085,2024-05-04,2368,734,2,9109.4,15,15485.98,11324.0,4161.98,Wallet,SP018
ORD100086,2025-09-01,2702,663,4,18843.56,15,64068.1,58484.0,5584.1,Wallet,SP015
ORD100087,2024-06-11,2540,744,4,14653.41,10,52752.28,34000.0,18752.28,Card,SP027
ORD100088,2025-10-14,2284,642,5,21323.43,20,85293.72,59550.0,25743.72,Card,SP009
ORD100089,2025-03-26,1557,540,3,13912.09,5,39649.46,33903.0,5746.46,COD,SP011
ORD100090,2025-07-07,1474,542,2,13084.46,5,24860.47,21558.0,3302.47,Net Banking,SP023
ORD100091,2024-06-05,1835,610,1,16430.98,15,13966.33,9797.0,4169.33,COD,SP018
ORD100092,2025-04-22,2706,713,1,15637.97,5,14856.07,10452.0,4404.07,Net Banking,SP013
ORD100093,2025-08-21,1977,511,5,9093.4,15,38646.95,34560.0,4086.95,UPI,SP012
ORD100094,2024-11-01,2000,700,4,1438.2,10,5177.52,3872.0,1305.52,Card,SP009
ORD100095,2025-03-22,1689,749,1,11369.25,15,9663.86,8743.0,920.86,Net Banking,SP024
ORD100096,2024-06-18,2858,740,2,18615.53,0,37231.06,29876.0,7355.06,Net Banking,SP019
ORD100097,2025-07-31,1278,514,1,14526.52,15,12347.54,9967.0,2380.54,Net Banking,SP006
ORD100098,2024-02-21,1434,634,4,13384.82,10,48185.35,44256.0,3929.35,Net Banking,SP011
ORD100099,2024-12-11,1517,695,3,22810.14,15,58165.86,44253.0,13912.86,UPI,SP016
ORD100100,2024-01-20,1460,777,1,10769.33,10,9692.4,6215.0,3477.4,UPI,SP025
ORD100101,2025-10-29,1409,521,1,16625.5,10,14962.95,9952.0,5010.95,UPI,SP020
ORD100102,2024-06-05,2372,623,2,7257.9,15,12338.43,9992.0,2346.43,UPI,SP019
ORD100103,2024-08-11,1344,739,3,6081.99,10,16421.37,10224.0,6197.37,Wallet,SP020
ORD100104,2024-04-27,2186,584,3,8751.41,0,26254.23,20808.0,5446.23,UPI,SP030
ORD100105,2024-11-15,2929,795,4,3106.89,20,9942.05,10088.0,-145.95,Card,SP003
ORD100106,2025-08-29,2742,625,1,14454.08,10,13008.67,10353.0,2655.67,Wallet,SP026
ORD100107,2024-05-03,2092,790,1,14771.47,10,13294.32,11384.0,1910.32,Net Banking,SP022
ORD100108,2025-01-14,1026,536,5,7060.62,10,31772.79,26820.0,4952.79,Net Banking,SP027
ORD100109,2025-05-16,2302,555,4,8907.2,10,32065.92,22548.0,9517.92,Net Banking,SP023
ORD100110,2024-06-05,2262,723,2,2875.64,10,5176.15,4318.0,858.15,Wallet,SP025
ORD100111,2025-05-10,1661,739,4,6081.99,10,21895.16,13632.0,8263.16,Card,SP027
ORD100112,2024-03-29,2537,643,4,14668.38,5,55739.84,34328.0,21411.84,Net Banking,SP019
ORD100113,2025-09-16,2013,695,3,22810.14,0,68430.42,44253.0,24177.42,COD,SP006
ORD100114,2025-05-14,1698,609,3,7820.82,10,21116.21,17664.0,3452.21,COD,SP029
ORD100115,2025-09-02,2059,642,5,21323.43,0,106617.15,59550.0,47067.15,Card,SP003
ORD100116,2024-09-04,2415,709,4,11092.47,5,42151.39,27068.0,15083.39,Net Banking,SP021
ORD100117,2025-12-29,1191,752,4,17603.07,0,70412.28,50244.0,20168.28,COD,SP008
ORD100118,2025-02-18,1970,625,3,14454.08,10,39026.02,31059.0,7967.02,Wallet,SP017
ORD100119,2024-12-18,1721,718,5,13493.73,10,60721.78,49620.0,11101.78,Net Banking,SP009
ORD100120,2024-11-09,2478,629,2,17807.61,5,33834.46,19866.0,13968.46,Card,SP011
ORD100121,2024-05-02,1444,775,2,22519.29,5,42786.65,29706.0,13080.65,Net Banking,SP009
ORD100122,2025-08-26,1206,769,5,10696.67,10,48135.01,37780.0,10355.01,Card,SP010
ORD100123,2024-08-20,1029,685,2,9113.6,10,16404.48,11216.0,5188.48,Wallet,SP005
ORD100124,2024-10-07,2429,524,1,5493.43,15,4669.42,3105.0,1564.42,Card,SP021
ORD100125,2025-05-17,1962,553,1,2320.81,10,2088.73,1750.0,338.73,Net Banking,SP015
ORD100126,2024-12-14,2928,595,1,17245.71,10,15521.14,13924.0,1597.14,Net Banking,SP004
ORD100127,2024-03-07,2182,706,4,12351.55,0,49406.2,35284.0,14122.2,UPI,SP005
ORD100128,2024-06-01,1509,789,3,8260.23,0,24780.69,15741.0,9039.69,UPI,SP018
ORD100129,2025-03-02,1923,616,5,25219.67,15,107183.6,74860.0,32323.6,Net Banking,SP010
ORD100130,2025-08-25,2249,720,3,6696.76,0,20090.28,15039.0,5051.28,UPI,SP025
ORD100131,2024-07-31,1322,609,3,7820.82,0,23462.46,17664.0,5798.46,Card,SP006
ORD100132,2025-07-19,1837,539,2,11127.0,0,22254.0,13388.0,8866.0,Net Banking,SP023
ORD100133,2025-08-31,1475,741,3,19257.79,0,57773.37,34884.0,22889.37,COD,SP023
ORD100134,2024-10-16,2893,733,1,15810.47,10,14229.42,11771.0,2458.42,COD,SP026
ORD100135,2025-10-02,2116,602,4,19169.09,5,72842.54,55020.0,17822.54,Card,SP021
ORD100136,2024-06-01,1123,637,2,7412.25,0,14824.5,10862.0,3962.5,Card,SP026
ORD100137,2024-11-10,1255,792,3,18729.1,20,44949.84,40809.0,4140.84,Net Banking,SP023
ORD100138,2024-11-07,1897,707,3,10540.27,20,25296.65,23190.0,2106.65,UPI,SP020
ORD100139,2024-02-10,1053,722,3,10229.71,10,27620.22,21384.0,6236.22,UPI,SP008
ORD100140,2025-11-21,2567,795,5,3106.89,5,14757.73,12610.0,2147.73,COD,SP019
ORD100141,2024-02-11,2877,590,4,17364.68,15,59039.91,50960.0,8079.91,COD,SP006
ORD100142,2025-08-22,1963,724,4,24189.76,0,96759.04,56004.0,40755.04,COD,SP014
ORD100143,2024-12-07,1676,665,1,11503.76,5,10928.57,7271.0,3657.57,Net Banking,SP023
ORD100144,2025-05-22,1932,648,4,9938.75,0,39755.0,23156.0,16599.0,UPI,SP011
ORD100145,2024-09-15,2772,666,1,14578.16,15,12391.44,11448.0,943.44,Wallet,SP027
ORD100146,2024-01-02,1112,778,4,10728.39,15,36476.53,27624.0,8852.53,Card,SP017
ORD100147,2025-01-05,1417,756,4,9684.42,0,38737.68,32064.0,6673.68,COD,SP018
ORD100148,2024-05-14,1249,648,4,9938.75,15,33791.75,23156.0,10635.75,UPI,SP021
ORD100149,2025-09-15,2129,623,2,7257.9,10,13064.22,9992.0,3072.22,UPI,SP018
ORD100150,2025-02-21,1946,548,2,14673.14,0,29346.28,17194.0,12152.28,UPI,SP021
ORD100151,2024-06-06,1851,756,3,9684.42,10,26147.93,24048.0,2099.93,Net Banking,SP016
ORD100152,2024-09-06,1786,734,5,9109.4,5,43269.65,28310.0,14959.65,Card,SP030
ORD100153,2025-09-05,1566,761,2,15293.69,0,30587.38,20520.0,10067.38,Net Banking,SP011
ORD100154,2025-06-03,2487,637,1,7412.25,10,6671.03,5431.0,1240.03,COD,SP027
ORD100155,2025-08-24,1915,797,4,10009.47,5,38035.99,25084.0,12951.99,Wallet,SP016
ORD100156,2024-12-19,1933,671,5,2722.01,15,11568.54,10020.0,1548.54,COD,SP028
ORD100157,2024-07-12,1479,623,5,7257.9,15,30846.08,24980.0,5866.08,Net Banking,SP002
ORD100158,2024-11-21,2360,743,4,12806.78,20,40981.7,33052.0,7929.7,Card,SP016
ORD100159,2024-02-07,2782,565,5,8198.53,10,36893.39,23345.0,13548.39,UPI,SP028
ORD100160,2025-03-26,1032,552,5,15040.52,15,63922.21,42355.0,21567.21,Card,SP014
ORD100161,2025-11-01,2601,580,1,12365.04,20,9892.03,7052.0,2840.03,COD,SP011
ORD100162,2025-09-30,2746,704,1,10045.88,10,9041.29,7569.0,1472.29,Wallet,SP013
ORD100163,2024-11-20,2265,750,5,4830.61,5,22945.4,14505.0,8440.4,UPI,SP008
ORD100164,2025-10-08,1889,648,2,9938.75,5,18883.62,11578.0,7305.62,UPI,SP025
ORD100165,2025-10-10,2422,552,4,15040.52,10,54145.87,33884.0,20261.87,COD,SP029
ORD100166,2024-01-30,1601,524,3,5493.43,0,16480.29,9315.0,7165.29,COD,SP012
ORD100167,2025-03-17,2160,575,2,6669.57,15,11338.27,7528.0,3810.27,Card,SP006
ORD100168,2024-06-28,2270,541,5,3273.67,15,13913.1,9295.0,4618.1,Card,SP016
ORD100169,2025-08-20,2307,574,2,6662.75,15,11326.67,9768.0,1558.67,COD,SP015
ORD100170,2024-09-18,2388,505,4,1201.58,10,4325.69,3720.0,605.69,Wallet,SP006
ORD100171,2024-03-16,2309,727,3,9801.35,10,26463.65,18585.0,7878.65,Net Banking,SP023
ORD100172,2024-09-13,1788,734,3,9109.4,5,25961.79,16986.0,8975.79,Net Banking,SP004
ORD100173,2024-08-30,2178,696,5,2798.35,10,12592.58,10860.0,1732.58,COD,SP023
ORD100174,2024-10-29,1017,512,4,15879.18,15,53989.21,44232.0,9757.21,Wallet,SP028
ORD100175,2025-12-03,2706,526,5,1345.46,15,5718.2,4600.0,1118.2,COD,SP025
ORD100176,2024-08-23,2272,681,2,10719.24,5,20366.56,16978.0,3388.56,COD,SP022
ORD100177,2025-11-06,1633,571,1,1372.78,5,1304.14,983.0,321.14,Net Banking,SP002
ORD100178,2025-08-16,2863,687,2,11073.67,0,22147.34,17530.0,4617.34,COD,SP011
ORD100179,2025-03-01,2611,590,2,17364.68,5,32992.89,25480.0,7512.89,Wallet,SP029
ORD100180,2025-01-09,2701,772,5,8608.99,10,38740.46,24935.0,13805.46,Card,SP009
ORD100181,2025-05-08,1960,652,3,11055.63,0,33166.89,19629.0,13537.89,UPI,SP005
ORD100182,2024-08-19,1185,704,5,10045.88,10,45206.46,37845.0,7361.46,Net Banking,SP001
ORD100183,2024-09-27,1755,775,1,22519.29,15,19141.4,14853.0,4288.4,COD,SP019
ORD100184,2025-01-25,1966,691,1,11779.99,5,11190.99,8912.0,2278.99,UPI,SP020
ORD100185,2025-07-28,2327,668,5,13301.02,5,63179.85,41650.0,21529.85,UPI,SP021
ORD100186,2025-04-20,1287,655,4,8224.38,0,32897.52,19016.0,13881.52,UPI,SP002
ORD100187,2024-11-07,1481,753,1,14011.55,5,13310.97,8539.0,4771.97,Wallet,SP005
ORD100188,2025-02-01,2203,733,3,15810.47,15,40316.7,35313.0,5003.7,Card,SP029
ORD100189,2025-02-28,2924,551,4,1244.04,15,4229.74,3436.0,793.74,COD,SP002
ORD100190,2025-12-07,1911,690,2,13614.3,15,23144.31,15824.0,7320.31,Card,SP028
ORD100191,2025-01-06,1125,551,3,1244.04,10,3358.91,2577.0,781.91,Net Banking,SP009
ORD100192,2024-07-13,2358,563,4,15783.1,0,63132.4,41320.0,21812.4,Card,SP021
ORD100193,2025-10-16,1499,511,1,9093.4,15,7729.39,6912.0,817.39,Card,SP026
ORD100194,2025-08-01,2201,606,1,4796.33,5,4556.51,2876.0,1680.51,Card,SP027
ORD100195,2024-08-26,1568,669,2,7099.48,0,14198.96,10192.0,4006.96,Card,SP005
ORD100196,2025-07-07,2354,629,2,17807.61,0,35615.22,19866.0,15749.22,UPI,SP005
ORD100197,2024-01-16,1033,684,2,20215.06,10,36387.11,29128.0,7259.11,Card,SP009
ORD100198,2024-02-23,2528,565,4,8198.53,0,32794.12,18676.0,14118.12,UPI,SP016
ORD100199,2025-04-04,1926,686,5,14521.4,0,72607.0,56180.0,16427.0,Wallet,SP008
ORD100200,2025-09-21,1939,523,5,8108.54,10,36488.43,23815.0,12673.43,UPI,SP002
ORD100201,2025-05-05,2005,706,4,12351.55,0,49406.2,35284.0,14122.2,Net Banking,SP003
ORD100202,2024-03-23,1135,665,5,11503.76,5,54642.86,36355.0,18287.86,Card,SP009
ORD100203,2025-10-01,1781,800,5,8591.42,15,36513.53,25705.0,10808.53,Wallet,SP017
ORD100204,2024-10-28,1204,733,5,15810.47,20,63241.88,58855.0,4386.88,UPI,SP028
ORD100205,2025-11-01,1925,783,2,19929.91,20,31887.86,27060.0,4827.86,Card,SP014
ORD100206,2024-12-13,2495,733,4,15810.47,15,53755.6,47084.0,6671.6,UPI,SP011
ORD100207,2025-03-13,2953,661,3,4273.55,10,11538.59,8271.0,3267.59,Card,SP022
ORD100208,2025-04-30,1191,535,1,19456.56,0,19456.56,11190.0,8266.56,Net Banking,SP004
ORD100209,2025-01-16,2202,567,5,11265.49,0,56327.45,46405.0,9922.45,Wallet,SP018
ORD100210,2024-12-03,2790,563,4,15783.1,10,56819.16,41320.0,15499.16,Net Banking,SP028
ORD100211,2024-02-22,1721,648,5,9938.75,10,44724.38,28945.0,15779.38,UPI,SP019
ORD100212,2025-06-03,1460,609,2,7820.82,15,13295.39,11776.0,1519.39,UPI,SP012
ORD100213,2025-07-23,2176,689,1,9242.2,10,8317.98,6457.0,1860.98,Card,SP026
ORD100214,2025-03-15,2248,788,5,15037.83,0,75189.15,58280.0,16909.15,COD,SP001
ORD100215,2024-07-03,1719,640,3,8425.62,10,22749.17,16893.0,5856.17,UPI,SP006
ORD100216,2024-05-26,1291,790,4,14771.47,0,59085.88,45536.0,13549.88,UPI,SP003
ORD100217,2025-06-27,1930,611,4,6625.94,15,22528.2,17244.0,5284.2,COD,SP006
ORD100218,2025-01-13,2810,660,3,7969.7,0,23909.1,14766.0,9143.1,UPI,SP005
ORD100219,2024-06-10,1908,526,1,1345.46,10,1210.91,920.0,290.91,Net Banking,SP016
ORD100220,2025-09-13,1442,727,4,9801.35,10,35284.86,24780.0,10504.86,Wallet,SP004
ORD100221,2024-12-19,2389,721,1,17267.7,10,15540.93,10661.0,4879.93,Wallet,SP016
ORD100222,2025-06-23,1810,658,1,9507.18,5,9031.82,5895.0,3136.82,Wallet,SP002
ORD100223,2024-01-08,2572,605,3,16027.21,5,45677.55,33789.0,11888.55,Card,SP025
ORD100224,2024-09-18,1016,649,3,18071.79,0,54215.37,37098.0,17117.37,Net Banking,SP024
ORD100225,2025-03-16,2091,590,2,17364.68,15,29519.96,25480.0,4039.96,Card,SP017
ORD100226,2025-07-26,2765,682,1,6615.14,15,5622.87,3918.0,1704.87,UPI,SP014
ORD100227,2024-01-20,2180,736,1,10226.83,10,9204.15,7958.0,1246.15,Net Banking,SP019
ORD100228,2025-02-18,1830,714,3,9621.68,0,28865.04,22809.0,6056.04,UPI,SP011
ORD100229,2024-06-24,1895,736,3,10226.83,0,30680.49,23874.0,6806.49,UPI,SP008
ORD100230,2025-03-22,1811,706,5,12351.55,0,61757.75,44105.0,17652.75,COD,SP024
ORD100231,2024-12-13,1157,614,3,3358.95,5,9573.01,6558.0,3015.01,Wallet,SP021
ORD100232,2024-04-26,2856,772,5,8608.99,5,40892.7,24935.0,15957.7,COD,SP012
ORD100233,2025-10-22,1300,576,2,10090.32,5,19171.61,12420.0,6751.61,COD,SP007
ORD100234,2024-06-26,2949,579,1,11524.05,5,10947.85,7644.0,3303.85,Net Banking,SP015
ORD100235,2025-07-31,2770,797,4,10009.47,10,36034.09,25084.0,10950.09,COD,SP005
ORD100236,2025-03-26,2294,535,4,19456.56,15,66152.3,44760.0,21392.3,COD,SP026
ORD100237,2024-10-08,1636,529,3,18454.85,5,52596.32,36276.0,16320.32,Net Banking,SP015
ORD100238,2024-02-08,1158,530,3,2762.11,10,7457.7,5370.0,2087.7,UPI,SP020
ORD100239,2025-08-31,2189,760,4,25551.84,15,86876.26,58696.0,28180.26,Wallet,SP026
ORD100240,2024-02-12,1659,731,5,18841.49,5,89497.08,59880.0,29617.08,Wallet,SP016
ORD100241,2025-05-28,1212,578,1,21419.84,15,18206.86,12709.0,5497.86,COD,SP023
ORD100242,2024-03-27,1508,759,2,21080.8,0,42161.6,26378.0,15783.6,Net Banking,SP015
ORD100243,2025-06-20,1746,768,5,20444.99,5,97113.7,63200.0,33913.7,COD,SP030
ORD100244,2024-10-16,2391,699,4,10563.35,15,35915.39,32200.0,3715.39,Wallet,SP002
ORD100245,2025-10-08,1194,672,1,8708.41,15,7402.15,5353.0,2049.15,Wallet,SP022
ORD100246,2025-01-30,1683,646,3,5123.68,5,14602.49,12510.0,2092.49,UPI,SP019
ORD100247,2025-11-10,2982,573,3,20868.81,15,53215.47,35493.0,17722.47,Net Banking,SP005
ORD100248,2025-09-01,2318,544,3,3418.68,15,8717.63,6951.0,1766.63,COD,SP027
ORD100249,2024-05-10,2042,770,1,15914.0,15,13526.9,12695.0,831.9,COD,SP001
ORD100250,2025-01-06,1700,659,2,22730.51,5,43187.97,26940.0,16247.97,Net Banking,SP007
ORD100251,2024-08-19,1606,571,2,1372.78,0,2745.56,1966.0,779.56,UPI,SP017
ORD100252,2025-07-06,2795,770,1,15914.0,10,14322.6,12695.0,1627.6,Wallet,SP005
ORD100253,2025-09-03,1371,693,2,7344.88,5,13955.27,10104.0,3851.27,Wallet,SP026
ORD100254,2024-06-18,1747,725,1,7328.32,15,6229.07,4895.0,1334.07,Card,SP015
ORD100255,2025-09-17,2094,646,4,5123.68,5,19469.98,16680.0,2789.98,Card,SP010
ORD100256,2025-04-25,1946,600,3,12971.74,15,33077.94,27573.0,5504.94,COD,SP025
ORD100257,2025-01-26,2979,758,5,10351.69,15,43994.68,29835.0,14159.68,Card,SP027
ORD100258,2024-07-23,2314,571,3,1372.78,0,4118.34,2949.0,1169.34,Net Banking,SP028
ORD100259,2025-01-15,1584,784,1,22591.15,0,22591.15,13484.0,9107.15,UPI,SP025
ORD100260,2024-06-13,2702,640,4,8425.62,5,32017.36,22524.0,9493.36,Net Banking,SP003
ORD100261,2024-08-15,1850,731,3,18841.49,0,56524.47,35928.0,20596.47,UPI,SP013
ORD100262,2025-05-29,1168,692,2,9262.92,15,15746.96,14112.0,1634.96,COD,SP008
ORD100263,2024-01-29,2621,664,1,17448.08,10,15703.27,10070.0,5633.27,Card,SP005
ORD100264,2024-02-09,2555,647,4,859.77,5,3267.13,2680.0,587.13,Net Banking,SP015
ORD100265,2025-09-22,1525,503,1,15508.42,0,15508.42,11531.0,3977.42,Card,SP027
ORD100266,2024-06-02,1228,781,5,16868.76,15,71692.23,59990.0,11702.23,COD,SP008
ORD100267,2024-11-04,1860,563,1,15783.1,10,14204.79,10330.0,3874.79,Wallet,SP015
ORD100268,2024-03-05,2295,557,4,4751.53,0,19006.12,13780.0,5226.12,Wallet,SP019
ORD100269,2024-09-04,1004,574,3,6662.75,15,16990.01,14652.0,2338.01,Wallet,SP012
ORD100270,2024-09-03,2361,793,4,9718.2,5,36929.16,31744.0,5185.16,UPI,SP017
ORD100271,2025-01-04,1800,535,5,19456.56,0,97282.8,55950.0,41332.8,Net Banking,SP002
ORD100272,2025-10-12,2531,699,3,10563.35,15,26936.54,24150.0,2786.54,UPI,SP012
ORD100273,2024-03-10,2581,677,2,3086.48,0,6172.96,3462.0,2710.96,Wallet,SP024
ORD100274,2024-12-06,2119,569,1,6954.46,10,6259.01,4043.0,2216.01,COD,SP027
ORD100275,2025-10-20,2294,590,4,17364.68,20,55566.98,50960.0,4606.98,Card,SP026
ORD100276,2024-05-18,1601,533,4,17202.13,0,68808.52,43580.0,25228.52,Card,SP002
